Tweet,HS,Abusive,Label,Sentiment
hati hati berita pilihan kepala daerah yang berbau hoaks madiun madiun today thmadiun kotak karismatik madiun tolak cukai ilegal kunjungi juga,0,0,Netral,Positive
 anak cocot ya ini ,1,1,Toxic,Negative
 xf xf x x xf xf x x xf xf x x xf xf x x xf xf x x xf xf x x xf xf x xudah ketahuan hoaks ya fahri makanya kalau ambil berita tuyg pembaruan jangan dari tong sampah diambil terus di screenshoot taunya berita sudah,1,0,Hatespeech,Negative
mantap direct message dekat sama barisan serba guna bang ,0,0,Netral,Positive
ternyata ada lebah yang tidak suka bunga tapi makan bangkai gue penasaran madu nya kayak bagaimana xf xf xa x ,0,0,Netral,Positive
 pantas indonesia mundur dalam segala bentuk,1,0,Hatespeech,Negative
 nah yang dongok yang bilang hacker haha ,0,1,Abusive,Negative
 haha blunder kamu cebong yang tidak memberi itu protein energy malnutrition pusat dengan alasan ham kalau rakyat aceh ya mau kali pun coba kamu datangi pemerintah bilang suruh buat hukum islam kaffah di aceh kalau dewan perwakilan rakyat a,1,1,Toxic,Negative
bangsat gue sudah menyelam sampai bawah balik lagi ke atas ,0,1,Abusive,Negative
saya tak bisa dipancing pancing dengan urusan penistaan atau bukan saya hanya berbicara pemahaman saya tentang fiksi dan kitab suci ,0,0,Netral,Positive
 cebong kacung itu kita teman gue dungunya sampai ke tulang sum jadi jangan buang energi debat sama mereka xf xf x x ,1,1,Toxic,Negative
 partai korupsi sapi goblok ,1,1,Toxic,Negative
sinyal kontol pemeliharaan apalagi ini niat tidak sih login twitter doang susah amat bagaimana mau open redtube setan ,1,1,Toxic,Negative
 matanya aku tak mau aku kafir wkwk ,0,0,Netral,Positive
 jadi ingat facebook anjir lupa aku ,0,1,Abusive,Negative
 kalau aku sih bakal bilang alah kontol ,0,1,Abusive,Negative
nikita mirzani sudah pakai hijab yang masih berbicara cebang cebong sudah pernah fantasikan dia belum uh ah cokorers ,1,1,Toxic,Negative
 tatapannya dialihkan ke arah lain enggan menatap pria mencurigakan itu lagi pula siapa yang pertama kali membuat gaduh suasana jika angie tidak menemukan ada seorang pria asing yang tidur di sofanya kejadian seperti ini tidak akan terjadi ,0,0,Netral,Positive
lahir dan berkembangnya gerakan komunis di indonesia tidak dapat dipisahkan dari sebuah organisasi yang bernama indische sociaal democratische vereeniging ,0,0,Netral,Positive
shaheizy sama wajah baharu calpis,0,0,Netral,Positive
 ya terserah kamu saja balasnya kembali fokus kepada pekerjaan kita kami mengerjakan tugas proyek seni budaya hanya dalam hari setelahnya langsung dikumpul dan dipresentasikan bersyukur nilainya memuaskan setelah kejadian proyek itu kami makin,0,0,Netral,Positive
tidak akan bro,0,0,Netral,Positive
kelakuan bodoh masuk kategori perbuatan tidak menyenangkan dan kelakuan sontoloyo sangat menganggu persatuan bangsa dan kelakuan naif secara tidak langsung sebagai bentuk intimidasi terhadap ulama dan kelakuan ,1,1,Toxic,Negative
monyet turun ke pemukiman warga cibadak sukabumi uniform resource locator,0,0,Netral,Positive
 kotor tidak masalah yang penting bahagia warganya cebong mana mengerti ,1,1,Toxic,Negative
mau giveaway taplak meja tapi nanti yang menang cuma the rich chenle ,0,0,Netral,Positive
 sudah kebuka satu demi satu kebusukan kubu anies sandi yang menang dengan tanpa berkah uniform resource locator dan prabowo berusaha cuci tangan,1,0,Hatespeech,Negative
 wkwk bodoh bang ,0,1,Abusive,Negative
 bukan kayak orang bego bro tapi memang b ego ,1,1,Toxic,Negative
kementerian lingkungan hidup dan kehutanan upayakan pemerataan ekonomi melalui tora di kawasan hutan dan perhutanan sosial tribun medan,0,0,Netral,Positive
 pak mahfud md sudah berpaling dari allah subhanahu wa taala pemberang demi bangsa ajak semua buang islam,1,1,Toxic,Negative
 orang bego kebanyakan minum amp makan kotoran onta otak nya somplak ,1,1,Toxic,Negative
apa yang terkuak semuanya sudah jelas sejak awal memang itu strategi kampanye kami di tim pemenangan anies sandi uniform resource locator,1,0,Hatespeech,Negative
 warga badui setelah selesai memperingati tradisi seba di pendopo pemerintah kabupaten lebak akan dilanjutkan kembali bertemu dengan gubernur banten wahidin halim hari ini sabtu sebabaduy ,0,0,Netral,Positive
lembaga anti korupsi masa lalu bubar karena sentuh kekuasaan giliran komisi pemberantasan korupsi kenapa partai demokrasi indonesia perjuangan partai politik penguasa yang pulang mengotot ingin bubarkan komisi pemberantasan korupsi ,1,0,Hatespeech,Negative
 justru mas kalau menyudutkan salah satu agama tertentu malah bahaya itulah pak rocky ini cerdik dia bisa menyusun kalimat yang tepat amp pantas digunakan inti dari ini dia mau kasih tau pengertian fiksi sebenarnya ayolah mas nya i,0,0,Netral,Positive
para pendukung calon presiden gagal pindah on selalu sibuk urus asing bawa kabur uang rupiah t tapi tidak sadar kenapa asing bisa kabur bawa uang sebanyak itu tanpa didukung pribumi anjing mustahil asing bisa pribumi hanya diam kalau disogok mental kacung memang uniform resource locator,1,1,Toxic,Negative
 kamu rabun apa budek gue menulis tidak berbicara dan xf xf x x xf xf x x ,1,1,Toxic,Negative
bismillah menahan sepo yang terkutuk ,0,1,Abusive,Negative
 brahahahaaa cebong nya ahoker xf xf xa xa xf xf xa xa cebong belum cebok xf xf x x ,1,1,Toxic,Negative
update status bikin tugas selesai tidak ya kok jancuk sekali jembut ,0,1,Abusive,Negative
 pak walaupun anda muslim sebagai pejabat negara anda harus bertindak demi bangsa negara,0,0,Netral,Positive
 ikan yang sudah sembuh dari sakitnya dan yang masih terselamatkan bagus laik jual harus dipisah atau diseleksi dari ikan yang cacat permanen untuk pemeliharaan lebih lanjut dan dan kesehatan ikan ncc ,0,0,Netral,Positive
artinya apa pribumi sadari lihat siapa mereka kecuali kalian sama sama cina komunis misionaris abaikan twit ini usir cina indonesia,1,0,Hatespeech,Negative
presiden yang anda tuduh rezim anti islam sudah banyak berbuat untuk negeri ini sudah banyak berbuat untuk umat uniform resource locator,1,0,Hatespeech,Negative
 manusia bangsat ,1,1,Toxic,Negative
 tetapi ingat ya jangan sampai cina mengenalkan wisata haram juga ke indonesia haha,1,0,Hatespeech,Negative
 bertanya di mana prabowo dan partai keadilan sejahtera saja bib kan asyik itu dianggap antek prabowo dan antek partai keadilan sejahtera hidupmu pasti lebih dramatis,1,0,Hatespeech,Negative
persahabatan salah lovren ini jadi bukti bahwa beda suku agama ras bukanlah halangan dalam membina hubungan dengan sesama umat manusia perbedaan justru menjadi warna tersendiri dalam menjalin pertemanan terima kasih lovren salah favorit best friend forever bro,0,0,Netral,Positive
 sama saja lah lae meskipun sudah turun menurun tetapi ideologi partai komunis indonesia selalu melekat di jiwa mereka ,0,0,Netral,Positive
 saya juga kesal kalau ada yang merokok sambil naik motor iyakan kadang pengap kalau ditutup terus apalagi macet xe x xa ,0,0,Netral,Positive
 sudah meminta maaf kunyuk bro dan enak banget rasan mereka sebar hoaks meminta maaf sebar hoaks lagi meminta maaf lagi dan mesti di sapu dulu biar jera nih orang uniform resource locator,1,1,Toxic,Negative
halo warga jakarta wakil kepala dinas penanaman modal dan pelayanan terpadu satu pintu provinsi daerah khusus ibukota jakarta bapak denny wahyu haryanto mewakili wakil gubernur provinsi daerah khusus ibukota jakarta membuka acara junior chamber international jci indonesia nasional event setia melayani jakarta,0,0,Netral,Positive
 selain perkuat jaringan gubernur juga menekankan perlunya menguasai state of the art knowledge serta bahasa selama merantau di luar indonesia ,0,0,Netral,Positive
pandangan tuan guru bajang terhadap agama dan politik,0,0,Netral,Positive
 penyedia berengsek ,1,1,Toxic,Negative
susilo bambang yudhoyono presiden ri ke meminta khofifah emil untuk dekat dengan masyarakat no bisa bagus,0,0,Netral,Positive
 yang dungu itu orang yang mau ganti presiden tetapi tidak tau siapa mikiiiir ,1,1,Toxic,Negative
 bokep cewek bispak bandung ngentot crot di dalam xf xf x x dan mengunduh full uniform resource locator uniform resource locator,0,1,Abusive,Negative
 kampret complain raga ditanggapi fuck ,1,1,Toxic,Negative
kamu kok kayak jablay grand theft auto maunya dijemput pakai mobil ,1,1,Toxic,Negative
lihat memek tante ,0,1,Abusive,Negative
sementara itu kerjanya memusuhi dakwah islam bubarkan hati rakyat juga berhak lengserkan jokowi kodok tukang pencitraan ,1,0,Hatespeech,Negative
 ha katanya saling melengkapi orang buktinya kamu juga goblok bagaimana sih ,1,1,Toxic,Negative
 xe x xctidak xe x xd kata salah seorang khalifah rasyidin itu xe x xckami dahulu memerangi orang kafir bersama mereka xe x xd xe x xckalau begitu mereka orang orang munafik xe x xd xe x xctidak juga sebab orang munafik,0,0,Netral,Positive
 dia suka nete ujian nasional jadi maklumkan ,0,1,Abusive,Negative
 nek lihat match terakhir chelsea sih harusnya menang mudah manchester united tapi iya embuh sih chelsea kacrut ki enggak bisa diprediksi xf xf x x ,1,1,Toxic,Negative
 ya kali pak tentara nasional indonesia suruh uruskan sampah plastik xf xf x x ,0,0,Netral,Positive
 itulah yang di khawatirkan dari manuver politik dan kebijakan yang dilakukan oleh rezim ini semoga hal tersebut tidak akan pernah terjadi di negara kesatuan republik indonesia tercinta amin ,0,0,Netral,Positive
permadi arya melaporkan rocky gerung ke polisi serius itu kitab suci itu fiksi kata rocky pernyataan itu salah anda merasa terhina tunggu bukankah biasa penganut agama a menganggap kitab suci ,0,0,Netral,Positive
 bajingan tengik memang ,0,1,Abusive,Negative
kok bisa pakai buruh cina kan rakyat sendiri banyak pengangguran dasar rejim kodok ,1,1,Toxic,Negative
 ,1,1,Toxic,Negative
rupiah haneul pada cute padahal pacarnya perek yang on retweet ,0,1,Abusive,Negative
 bilangnya anti asing asing tidak taunya wkwk ,0,0,Netral,Positive
 di suriah sekolah radikal dan rakit bom pulang ke indonesia jadi tempat pukul ya di amankan ,0,0,Netral,Positive
 karena kadang hidup memang kayak tai malah kadang yang berak orang lain tapi kamu yang harus bereskan tainya tangan kamu iya xe x xa ,0,1,Abusive,Negative
 ih banci selotipan xf xf x x ,1,1,Toxic,Negative
 haha kalah nih iya orang jahat pasti kalah,1,0,Hatespeech,Negative
 yang cinta orde baru pasti meng idola kan prabowo amp hary tanoe di,1,0,Hatespeech,Negative
menantang buka dadalah eh menyebut setanlah memang sudah pada habis kamus melawan kenegarawanan pak joko widodo presiden ri ke pada makin stresssssss nih hati kena strok atau serangan jantung nanti rakyat indonesia kehilangan badut politik merdeka ,1,1,Toxic,Negative
 belah duren ya tidak dungu ya tidak cebong xf xf x x xf xf x x maaf ya ,1,1,Toxic,Negative
 orang orang yahudi dan nasrani yang telah kami beri al kitab taurat dan injil mengenal muhammad ,0,0,Netral,Positive
bubarkan hati amp front pembela islam uniform resource locator,1,0,Hatespeech,Negative
ahok memang verbalnya keras pelampiasan dan pelarian karena kelelakiannya lunak ,1,0,Hatespeech,Negative
 sekadar bagikan juga teman kantor aku kalau ada pelanggan yang bercadar langsung bilang awas ada bom aku hanya menghela nafas xf xf x xaf ,0,0,Netral,Positive
 pantat mana nih ingin menusuk dan ditusuk dan xf xf x xopen bo wa dan gay berondong massage boy gay jakarta gay yogyakarta gay tangger xe x xa ,0,1,Abusive,Negative
 yang diancam untuk dibunuh itu presiden republik indonesia mas terus mesti lapor dulu apakah penegak hukum tidak bisa bertindak jika ada ancaman pembunuhan kepada kepala negaranya ,0,0,Netral,Positive
 kayak orang nyosor mau meminta nete ,0,1,Abusive,Negative
 ngewe baik ,0,1,Abusive,Negative
 jebur belum bukan cebur ,0,1,Abusive,Negative
partai keadilan sejahtera ulang tahun di balai kota rr berbicara mencalonkan presiden di balai kota ganti saja namanya jadi balai politik ,0,0,Netral,Positive
pak perlu melanjutkan rencana untuk menyeret ke pengadilan ham pbb uniform resource locator,1,0,Hatespeech,Negative
 kebijakan pengembalian barang kepada konsumen yang dilakukan apabila barang tersebut rusak cacat produksi atau konsumen merasa kurang puas dengan produk tersebut terhitung selama hari dari tanggal pembelian dan haus mini quiz hazid kunyuk ikutan dan ,0,0,Netral,Positive
kisah hidup muhammad yang lebih lengkap dapat diunduh di sini,0,0,Netral,Positive
penjajahan di atas bumi indonesia harus di hapus kan penjajahan ekonomi budaya hasil bumi oleh cina harus kita basmi demi negara kesatuan republik indonesia usir ,1,0,Hatespeech,Negative
 we ada pipis onta tercecer di mari pantas bau pesing ,0,1,Abusive,Negative
 kalau kejadian di sini mungkin juga kalian yang teriak paling lantang pemerintah pro asing lebih dahulu pas ditawari bantuan asing bikin posko ini itu yang intinya malah mengompori keluarga korban lama pemerintah bilang hari kelamaan harusnya ,0,0,Netral,Positive
 mari berjuang sampai jokowi dilantik kembali di tahun jangan gentar jangan takut walau mata benang di leher walau ujung tombak di perut dan tidak akan surut langkah kita tidak akan bisu suara kita tidak akan,0,0,Netral,Positive
 kayak monyet ,0,1,Abusive,Negative
survei di metro televisi jokowi menang dari presiden baru tapi cara menghitungnya bagaimana ya bisa mengalahkan jangan salah judul maksudnya jokowi masih menangis sumber zie bajrie,1,0,Hatespeech,Negative
 ,0,0,Netral,Positive
cuba lah tegak anime nih karakai jozu no takagi san kalau rasa nak feeling feeling cinta monyet zaman sekolah memang throwback habis uniform resource locator,0,0,Netral,Positive
serunya pesta budaya derau di kutai kartanegara ,0,0,Netral,Positive
 ada yang mau kontaknya retweet sekarang ya banyak banget kenalan tante jilboobs sange nini namanya tante dea o xe x xa ,0,1,Abusive,Negative
debat publik bukan ajang pembuktian siapa pintar atau sebaliknya juga bukan ruang akademik untuk pamer siapa paling indah setiap orang punya kekuatan dan kelemahan bukan hanya soal dirinya itu egosentris namanya ini lebih pada soal kekuatan menahan l,0,0,Netral,Positive
duduki istana negara sekalian lengserkan jokowi salamtahun ,1,0,Hatespeech,Negative
 wah hebatnya pak yang lagi sibuk pencitraan baca nih,1,0,Hatespeech,Negative
 bagi anda mungkin tidak apa tapi bagi kami muslim ini sangat menghinakan kami iblis betina itu sudah menista syariat kami ,1,1,Toxic,Negative
 baby kafir buddha teroris myanmar,1,1,Toxic,Negative
indonesia belum merdeka indonesia masih dijajah oleh orang cina takbir allahu akbar uniform resource locator,1,0,Hatespeech,Negative
memang benar kata pengamat politik hanta yudha kalau pasangan calon no ini tidak ada kan nya di jawa tengah jawa tengah gayeng tetap jokowi,0,0,Netral,Positive
 jongos penista agama ahok sok sok ngong sara majikan nya penebar sara astagfirullah tobat,1,1,Toxic,Negative
 boleh saya follow beli juga saya katolik dan ikut akun prof untuk menambah wawasan berbangsa terima kasih ,0,0,Netral,Positive
 kapan itu sih bejat cabul balik pengecut sih onta itu iya ,1,1,Toxic,Negative
menurut wibisono pencitraan jokowi telah disebarkan up media massa pro asing sehingga terkesan jokowi berhasil ,1,0,Hatespeech,Negative
 adian gaya kamu kayak beruk begini kalau supir tembak metromini masuk dewan perwakilan rakyat kampungan kamu ,1,1,Toxic,Negative
 km terlalu mainstream mengaartikan pintar pintar itu relatif tergantung mau dibawa kemana pengertiannya surat pemberitahuan tahunan anda pintar meng undeeestimate kan orang gue pintar komen saja rejim now pintar mangkrakan janji doang sok making,1,0,Hatespeech,Negative
 kan memang gue dongok ,0,1,Abusive,Negative
 ih masak di samakan sama sampah xf xf x xa xf xf x xa xf xf x xa ,0,0,Netral,Positive
 gue terpukau ganti presiden,1,0,Hatespeech,Negative
aspirasi ibu lina dari sumedang kepada calon gubernur jabar berantas perebut laki orang yang sudah meresahkan kehidupan warga desa ,0,0,Netral,Positive
 yaelah chat saja kamu uruskan itu yang sudah kelihatan mesum anggota dewan perwakilan rakyat pada diam yang nyata selingkuh tahun kalian pura budek bong tidak sampai otaknya ,1,1,Toxic,Negative
 itu yang saya katakan sejak dulu lagi kita tak takut dengan cina atau party dap tapi kita bimbang pemahaman yang dibawa oleh mereka ,0,0,Netral,Positive
 cermin pun pecah saat dirinya berkaca ,0,0,Netral,Positive
 langsung tag partainya tidak berani ya berarti kamu banci ,1,1,Toxic,Negative
awwww comel nya asing kan ikut warna ,0,0,Netral,Positive
islam menjadikan manusia yang idealis namun tetap realistis mempersiapkan kehidupan masa kini namun tak lupa masa depan diajak bekerja keras dan diajak pula beristirahat ,0,0,Netral,Positive
